building_name,city,province,region,country,window_count,window_type,access_method,service_type,frequency,labour_rate_cad,margin_pct,base_minutes_per_window,service_multiplier,access_multiplier,frequency_discount,total_labour_minutes,labour_cost_cad,materials_cost_cad,subtotal_cad,margin_amount_cad,final_price_cad,per_window_cost_cad,visits_per_year,annual_total_cad
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,22.0,30.0,5,1.0,1.4,0.7,420.0,107.8,8.62,116.42,34.93,151.35,2.52,52,7870.26
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,22.0,35.0,5,1.0,1.4,0.7,420.0,107.8,8.62,116.42,40.75,157.17,2.62,52,8172.96
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,22.0,40.0,5,1.0,1.4,0.7,420.0,107.8,8.62,116.42,46.57,162.99,2.72,52,8475.67
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,24.0,25.0,5,1.0,1.4,0.7,420.0,117.6,9.41,127.01,31.75,158.76,2.65,52,8255.52
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,24.0,30.0,5,1.0,1.4,0.7,420.0,117.6,9.41,127.01,38.1,165.11,2.75,52,8585.74
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,24.0,35.0,5,1.0,1.4,0.7,420.0,117.6,9.41,127.01,44.45,171.46,2.86,52,8915.96
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,24.0,40.0,5,1.0,1.4,0.7,420.0,117.6,9.41,127.01,50.8,177.81,2.96,52,9246.18
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,26.0,25.0,5,1.0,1.4,0.7,420.0,127.4,10.19,137.59,34.4,171.99,2.87,52,8943.48
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,26.0,30.0,5,1.0,1.4,0.7,420.0,127.4,10.19,137.59,41.28,178.87,2.98,52,9301.22
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,26.0,35.0,5,1.0,1.4,0.7,420.0,127.4,10.19,137.59,48.16,185.75,3.1,52,9658.96
Hospital Annex - Paris Street,Sudbury,Ontario,Northern Ontario,Canada,60,double_pane,ladder,both,weekly,26.0,40.0,5,1.0,1.4,0.7,420.0,127.4,10.19,137.59,55.04,192.63,3.21,52,10016.7
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,20.0,25.0,4,0.45,1.4,1.0,226.8,75.6,6.05,81.65,20.41,102.06,1.13,1,102.06
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,20.0,30.0,4,0.45,1.4,1.0,226.8,75.6,6.05,81.65,24.49,106.14,1.18,1,106.14
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,20.0,35.0,4,0.45,1.4,1.0,226.8,75.6,6.05,81.65,28.58,110.22,1.22,1,110.22
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,20.0,40.0,4,0.45,1.4,1.0,226.8,75.6,6.05,81.65,32.66,114.31,1.27,1,114.31
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,22.0,25.0,4,0.45,1.4,1.0,226.8,83.16,6.65,89.81,22.45,112.27,1.25,1,112.27
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,22.0,30.0,4,0.45,1.4,1.0,226.8,83.16,6.65,89.81,26.94,116.76,1.3,1,116.76
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,22.0,35.0,4,0.45,1.4,1.0,226.8,83.16,6.65,89.81,31.43,121.25,1.35,1,121.25
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,22.0,40.0,4,0.45,1.4,1.0,226.8,83.16,6.65,89.81,35.93,125.74,1.4,1,125.74
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,24.0,25.0,4,0.45,1.4,1.0,226.8,90.72,7.26,97.98,24.49,122.47,1.36,1,122.47
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,24.0,30.0,4,0.45,1.4,1.0,226.8,90.72,7.26,97.98,29.39,127.37,1.42,1,127.37
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,24.0,35.0,4,0.45,1.4,1.0,226.8,90.72,7.26,97.98,34.29,132.27,1.47,1,132.27
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,24.0,40.0,4,0.45,1.4,1.0,226.8,90.72,7.26,97.98,39.19,137.17,1.52,1,137.17
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,26.0,25.0,4,0.45,1.4,1.0,226.8,98.28,7.86,106.14,26.54,132.68,1.47,1,132.68
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,26.0,30.0,4,0.45,1.4,1.0,226.8,98.28,7.86,106.14,31.84,137.99,1.53,1,137.99
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,26.0,35.0,4,0.45,1.4,1.0,226.8,98.28,7.86,106.14,37.15,143.29,1.59,1,143.29
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,one_time,26.0,40.0,4,0.45,1.4,1.0,226.8,98.28,7.86,106.14,42.46,148.6,1.65,1,148.6
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,20.0,25.0,4,0.45,1.4,0.9,226.8,68.04,5.44,73.48,18.37,91.85,1.02,4,367.42
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,20.0,30.0,4,0.45,1.4,0.9,226.8,68.04,5.44,73.48,22.04,95.53,1.06,4,382.11
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,20.0,35.0,4,0.45,1.4,0.9,226.8,68.04,5.44,73.48,25.72,99.2,1.1,4,396.81
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,20.0,40.0,4,0.45,1.4,0.9,226.8,68.04,5.44,73.48,29.39,102.88,1.14,4,411.51
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,22.0,25.0,4,0.45,1.4,0.9,226.8,74.84,5.99,80.83,20.21,101.04,1.12,4,404.16
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,22.0,30.0,4,0.45,1.4,0.9,226.8,74.84,5.99,80.83,24.25,105.08,1.17,4,420.32
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,22.0,35.0,4,0.45,1.4,0.9,226.8,74.84,5.99,80.83,28.29,109.12,1.21,4,436.49
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,22.0,40.0,4,0.45,1.4,0.9,226.8,74.84,5.99,80.83,32.33,113.16,1.26,4,452.66
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,24.0,25.0,4,0.45,1.4,0.9,226.8,81.65,6.53,88.18,22.04,110.22,1.22,4,440.9
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,24.0,30.0,4,0.45,1.4,0.9,226.8,81.65,6.53,88.18,26.45,114.63,1.27,4,458.54
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,24.0,35.0,4,0.45,1.4,0.9,226.8,81.65,6.53,88.18,30.86,119.04,1.32,4,476.17
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,24.0,40.0,4,0.45,1.4,0.9,226.8,81.65,6.53,88.18,35.27,123.45,1.37,4,493.81
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,26.0,25.0,4,0.45,1.4,0.9,226.8,88.45,7.08,95.53,23.88,119.41,1.33,4,477.64
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,26.0,30.0,4,0.45,1.4,0.9,226.8,88.45,7.08,95.53,28.66,124.19,1.38,4,496.75
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,26.0,35.0,4,0.45,1.4,0.9,226.8,88.45,7.08,95.53,33.43,128.96,1.43,4,515.85
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,quarterly,26.0,40.0,4,0.45,1.4,0.9,226.8,88.45,7.08,95.53,38.21,133.74,1.49,4,534.96
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,20.0,25.0,4,0.45,1.4,0.8,226.8,60.48,4.84,65.32,16.33,81.65,0.91,12,979.78
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,20.0,30.0,4,0.45,1.4,0.8,226.8,60.48,4.84,65.32,19.6,84.91,0.94,12,1018.97
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,20.0,35.0,4,0.45,1.4,0.8,226.8,60.48,4.84,65.32,22.86,88.18,0.98,12,1058.16
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,20.0,40.0,4,0.45,1.4,0.8,226.8,60.48,4.84,65.32,26.13,91.45,1.02,12,1097.35
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,22.0,25.0,4,0.45,1.4,0.8,226.8,66.53,5.32,71.85,17.96,89.81,1.0,12,1077.75
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,22.0,30.0,4,0.45,1.4,0.8,226.8,66.53,5.32,71.85,21.56,93.41,1.04,12,1120.86
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,22.0,35.0,4,0.45,1.4,0.8,226.8,66.53,5.32,71.85,25.15,97.0,1.08,12,1163.97
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,22.0,40.0,4,0.45,1.4,0.8,226.8,66.53,5.32,71.85,28.74,100.59,1.12,12,1207.08
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,24.0,25.0,4,0.45,1.4,0.8,226.8,72.58,5.81,78.38,19.6,97.98,1.09,12,1175.73
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,24.0,30.0,4,0.45,1.4,0.8,226.8,72.58,5.81,78.38,23.51,101.9,1.13,12,1222.76
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,24.0,35.0,4,0.45,1.4,0.8,226.8,72.58,5.81,78.38,27.43,105.82,1.18,12,1269.79
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,24.0,40.0,4,0.45,1.4,0.8,226.8,72.58,5.81,78.38,31.35,109.73,1.22,12,1316.82
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,26.0,25.0,4,0.45,1.4,0.8,226.8,78.62,6.29,84.91,21.23,106.14,1.18,12,1273.71
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,26.0,30.0,4,0.45,1.4,0.8,226.8,78.62,6.29,84.91,25.47,110.39,1.23,12,1324.66
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,26.0,35.0,4,0.45,1.4,0.8,226.8,78.62,6.29,84.91,29.72,114.63,1.27,12,1375.61
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,monthly,26.0,40.0,4,0.45,1.4,0.8,226.8,78.62,6.29,84.91,33.97,118.88,1.32,12,1426.55
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,20.0,25.0,4,0.45,1.4,0.7,226.8,52.92,4.23,57.15,14.29,71.44,0.79,52,3714.98
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,20.0,30.0,4,0.45,1.4,0.7,226.8,52.92,4.23,57.15,17.15,74.3,0.83,52,3863.58
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,20.0,35.0,4,0.45,1.4,0.7,226.8,52.92,4.23,57.15,20.0,77.16,0.86,52,4012.18
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,20.0,40.0,4,0.45,1.4,0.7,226.8,52.92,4.23,57.15,22.86,80.02,0.89,52,4160.78
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,22.0,25.0,4,0.45,1.4,0.7,226.8,58.21,4.66,62.87,15.72,78.59,0.87,52,4086.48
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,22.0,30.0,4,0.45,1.4,0.7,226.8,58.21,4.66,62.87,18.86,81.73,0.91,52,4249.94
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,22.0,35.0,4,0.45,1.4,0.7,226.8,58.21,4.66,62.87,22.0,84.87,0.94,52,4413.4
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,22.0,40.0,4,0.45,1.4,0.7,226.8,58.21,4.66,62.87,25.15,88.02,0.98,52,4576.86
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,24.0,25.0,4,0.45,1.4,0.7,226.8,63.5,5.08,68.58,17.15,85.73,0.95,52,4457.98
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,24.0,30.0,4,0.45,1.4,0.7,226.8,63.5,5.08,68.58,20.58,89.16,0.99,52,4636.3
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,24.0,35.0,4,0.45,1.4,0.7,226.8,63.5,5.08,68.58,24.0,92.59,1.03,52,4814.62
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,24.0,40.0,4,0.45,1.4,0.7,226.8,63.5,5.08,68.58,27.43,96.02,1.07,52,4992.94
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,26.0,25.0,4,0.45,1.4,0.7,226.8,68.8,5.5,74.3,18.57,92.87,1.03,52,4829.48
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,26.0,30.0,4,0.45,1.4,0.7,226.8,68.8,5.5,74.3,22.29,96.59,1.07,52,5022.66
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,26.0,35.0,4,0.45,1.4,0.7,226.8,68.8,5.5,74.3,26.0,100.3,1.11,52,5215.84
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,interior_only,weekly,26.0,40.0,4,0.45,1.4,0.7,226.8,68.8,5.5,74.3,29.72,104.02,1.16,52,5409.02
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,20.0,25.0,4,0.55,1.4,1.0,277.2,92.4,7.39,99.79,24.95,124.74,1.39,1,124.74
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,20.0,30.0,4,0.55,1.4,1.0,277.2,92.4,7.39,99.79,29.94,129.73,1.44,1,129.73
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,20.0,35.0,4,0.55,1.4,1.0,277.2,92.4,7.39,99.79,34.93,134.72,1.5,1,134.72
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,20.0,40.0,4,0.55,1.4,1.0,277.2,92.4,7.39,99.79,39.92,139.71,1.55,1,139.71
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,22.0,25.0,4,0.55,1.4,1.0,277.2,101.64,8.13,109.77,27.44,137.21,1.52,1,137.21
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,22.0,30.0,4,0.55,1.4,1.0,277.2,101.64,8.13,109.77,32.93,142.7,1.59,1,142.7
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,22.0,35.0,4,0.55,1.4,1.0,277.2,101.64,8.13,109.77,38.42,148.19,1.65,1,148.19
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,22.0,40.0,4,0.55,1.4,1.0,277.2,101.64,8.13,109.77,43.91,153.68,1.71,1,153.68
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,24.0,25.0,4,0.55,1.4,1.0,277.2,110.88,8.87,119.75,29.94,149.69,1.66,1,149.69
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,24.0,30.0,4,0.55,1.4,1.0,277.2,110.88,8.87,119.75,35.93,155.68,1.73,1,155.68
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,24.0,35.0,4,0.55,1.4,1.0,277.2,110.88,8.87,119.75,41.91,161.66,1.8,1,161.66
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,24.0,40.0,4,0.55,1.4,1.0,277.2,110.88,8.87,119.75,47.9,167.65,1.86,1,167.65
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,26.0,25.0,4,0.55,1.4,1.0,277.2,120.12,9.61,129.73,32.43,162.16,1.8,1,162.16
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,26.0,30.0,4,0.55,1.4,1.0,277.2,120.12,9.61,129.73,38.92,168.65,1.87,1,168.65
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,26.0,35.0,4,0.55,1.4,1.0,277.2,120.12,9.61,129.73,45.41,175.13,1.95,1,175.13
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,one_time,26.0,40.0,4,0.55,1.4,1.0,277.2,120.12,9.61,129.73,51.89,181.62,2.02,1,181.62
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,20.0,25.0,4,0.55,1.4,0.9,277.2,83.16,6.65,89.81,22.45,112.27,1.25,4,449.06
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,20.0,30.0,4,0.55,1.4,0.9,277.2,83.16,6.65,89.81,26.94,116.76,1.3,4,467.03
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,20.0,35.0,4,0.55,1.4,0.9,277.2,83.16,6.65,89.81,31.43,121.25,1.35,4,484.99
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,20.0,40.0,4,0.55,1.4,0.9,277.2,83.16,6.65,89.81,35.93,125.74,1.4,4,502.95
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,22.0,25.0,4,0.55,1.4,0.9,277.2,91.48,7.32,98.79,24.7,123.49,1.37,4,493.97
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,22.0,30.0,4,0.55,1.4,0.9,277.2,91.48,7.32,98.79,29.64,128.43,1.43,4,513.73
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,22.0,35.0,4,0.55,1.4,0.9,277.2,91.48,7.32,98.79,34.58,133.37,1.48,4,533.49
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,22.0,40.0,4,0.55,1.4,0.9,277.2,91.48,7.32,98.79,39.52,138.31,1.54,4,553.25
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,24.0,25.0,4,0.55,1.4,0.9,277.2,99.79,7.98,107.78,26.94,134.72,1.5,4,538.88
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,24.0,30.0,4,0.55,1.4,0.9,277.2,99.79,7.98,107.78,32.33,140.11,1.56,4,560.43
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,24.0,35.0,4,0.55,1.4,0.9,277.2,99.79,7.98,107.78,37.72,145.5,1.62,4,581.99
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,24.0,40.0,4,0.55,1.4,0.9,277.2,99.79,7.98,107.78,43.11,150.89,1.68,4,603.54
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,26.0,25.0,4,0.55,1.4,0.9,277.2,108.11,8.65,116.76,29.19,145.95,1.62,4,583.78
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,26.0,30.0,4,0.55,1.4,0.9,277.2,108.11,8.65,116.76,35.03,151.78,1.69,4,607.13
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,26.0,35.0,4,0.55,1.4,0.9,277.2,108.11,8.65,116.76,40.86,157.62,1.75,4,630.49
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,quarterly,26.0,40.0,4,0.55,1.4,0.9,277.2,108.11,8.65,116.76,46.7,163.46,1.82,4,653.84
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,20.0,25.0,4,0.55,1.4,0.8,277.2,73.92,5.91,79.83,19.96,99.79,1.11,12,1197.5
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,20.0,30.0,4,0.55,1.4,0.8,277.2,73.92,5.91,79.83,23.95,103.78,1.15,12,1245.4
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,20.0,35.0,4,0.55,1.4,0.8,277.2,73.92,5.91,79.83,27.94,107.78,1.2,12,1293.3
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,20.0,40.0,4,0.55,1.4,0.8,277.2,73.92,5.91,79.83,31.93,111.77,1.24,12,1341.2
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,22.0,25.0,4,0.55,1.4,0.8,277.2,81.31,6.5,87.82,21.95,109.77,1.22,12,1317.25
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,22.0,30.0,4,0.55,1.4,0.8,277.2,81.31,6.5,87.82,26.35,114.16,1.27,12,1369.94
Mining Company Office - Kelly Lake Rd,Sudbury,Ontario,Northern Ontario,Canada,90,standard_single_pane,ladder,exterior_only,monthly,22.0,35.0,4,0.55,1.4,0.8,277.2,81.31,6.5,87.82,30.74,118.55,1.32,12,1422.63
